-11.001382186516594	-10.997417891765835	-11.00078655096017	-11.000369699677776	-11.00022943313954	-11.000054096570206	-11.000885699676012	-10.999205937580077	-11.002041786902264	-11.001436171966525	-10.999126884736945	-11.000556318132476	-10.999474361085381	-11.00019784956315	-11.003151491045589	-10.999126898936355	-11.001007683023547	-10.99889733292022	-11.001483171387525	-11.000717623197175	-11.000584427857893	-10.996960597484573	-10.997041136330557	-11.001168707321094	-11.002936722461719	-11.004169749943827	-11.001742686892335	-11.00438570429647	-11.001597995070705	-11.000414763201546
-11.101552557173449	-11.102436384464825	-11.09731155367679	-11.098235541928979	-11.103195723994395	-11.101745227315567	-11.102741812805649	-11.10181884959365	-11.097138425279987	-11.098322265648445	-11.10246484263159	-11.102023072886606	-11.102306088601654	-11.103190985594932	-11.101351254218118	-11.099571528525631	-11.10310883207635	-11.096015859176605	-11.099992284175723	-11.099793547589071	-11.100237627570026	-11.098753382838387	-11.100458553411025	-11.099578439253474	-11.098151351432756	-11.101947965236343	-11.09745493812173	-11.100349726407952	-11.097794275456394	-11.102398006262444
-11.206302455650357	-11.200427395137975	-11.200188227147702	-11.201362031914003	-11.198462486121352	-11.197072224644169	-11.198292238413947	-11.196612742639406	-11.201936204889853	-11.201093938073821	-11.198743793334584	-11.204170895466547	-11.20046751181456	-11.20200118275643	-11.199520321435468	-11.202993307426096	-11.20043012968032	-11.199491913909863	-11.201815355798235	-11.202342222236958	-11.202028392346334	-11.198406879824281	-11.201516174103237	-11.197692919634134	-11.19942957217033	-11.203157897246365	-11.198778748191403	-11.20049380034081	-11.201057206439835	-11.202941146848628
-11.302735238279801	-11.299737724881936	-11.300786977624343	-11.297506237108148	-11.299552963202231	-11.301341121164855	-11.298518093002441	-11.29823526307347	-11.297925208148515	-11.295808522243513	-11.29774242925839	-11.299776510530807	-11.302189743898321	-11.298878040321103	-11.299852809850574	-11.297938550524117	-11.296363453975667	-11.302080455083367	-11.297227469258008	-11.299777139953637	-11.296745660519194	-11.302578935178573	-11.305060846687512	-11.296485860683964	-11.300801262675797	-11.298380605769848	-11.299646034608514	-11.29709831456996	-11.30154255656611	-11.297244503118609
-11.403808178047063	-11.39571295945862	-11.398805926419898	-11.401623260606643	-11.399801884353245	-11.401600538629035	-11.399629129126144	-11.400884401993606	-11.396106805213048	-11.400414252820122	-11.402298561092424	-11.40528238847808	-11.408643963108254	-11.402174475766703	-11.398557937016987	-11.400512393495571	-11.398986828388765	-11.404618675182826	-11.399063706633243	-11.407065096348553	-11.40219167510471	-11.399443938742445	-11.400930076973232	-11.397150299870056	-11.401678245742431	-11.40069165978694	-11.401623722266772	-11.398016970598784	-11.400352182912219	-11.401970190814975
-11.502726105578724	-11.498359212423011	-11.500665300372727	-11.504258656041637	-11.50002589347086	-11.495741590559549	-11.500926744840474	-11.500271485619393	-11.498461837180825	-11.497833588735075	-11.503476464921192	-11.497228140850217	-11.498146506336477	-11.498900229478064	-11.495769010859753	-11.498265990257098	-11.497717905601869	-11.496784482778978	-11.494580940808532	-11.495856079520307	-11.499855507820618	-11.503514763585823	-11.499716582050485	-11.497285121363047	-11.50008210358078	-11.502589155581884	-11.49711098677543	-11.49723442442933	-11.510225947278688	-11.49972778228961
-11.602086911108396	-11.602280835431145	-11.60643151223491	-11.603658445581974	-11.604958683176328	-11.598659106681067	-11.599524711848906	-11.596078294914355	-11.601535519168511	-11.601782626422652	-11.604114702661668	-11.59703959002907	-11.603689432062993	-11.600214845495675	-11.603615182800702	-11.599767424643929	-11.60004509832283	-11.593272357659888	-11.595935595662285	-11.599542109510951	-11.596909953223507	-11.599906577241823	-11.598254871715492	-11.594071205013805	-11.60095260876505	-11.598789983389201	-11.599703687320774	-11.606665557322168	-11.594883630323846	-11.59971257335755
-11.701580044955437	-11.70584392437634	-11.699341979482528	-11.700674064111322	-11.700082653669616	-11.698609253900095	-11.701898309583274	-11.696288723857032	-11.701867830795123	-11.699347516633882	-11.70137333999895	-11.705312535797567	-11.70475291445116	-11.701004457386409	-11.70355283521572	-11.693294713145733	-11.707813859921973	-11.70182312226828	-11.704787313547701	-11.701455676381618	-11.706772242915095	-11.701430111947422	-11.697854242977979	-11.705044523209816	-11.702847393962122	-11.700228946777925	-11.696818675998646	-11.703747974730737	-11.701465229146908	-11.700492771556767
-11.80396491683539	-11.794814064980239	-11.795299352786145	-11.800866625652926	-11.803018987117893	-11.798921800238748	-11.799729297483438	-11.806800106740914	-11.79491628237563	-11.796488231825546	-11.797477225840336	-11.801377018927518	-11.800657277173482	-11.806867077758264	-11.801096447020129	-11.796123674617146	-11.802662750671821	-11.800534667233324	-11.800602146230199	-11.804807958368631	-11.804958430194201	-11.793828229944816	-11.799171238600177	-11.803468566489165	-11.800422873116652	-11.801775798555234	-11.796857017246948	-11.797121270996266	-11.791681549385434	-11.801883422210992
-11.902451998152031	-11.894969726577798	-11.89911668098967	-11.901406016165282	-11.89491937213001	-11.902039493964878	-11.899286668349061	-11.901967362990133	-11.897073280529565	-11.902297395435957	-11.895765227095763	-11.89986244729732	-11.899864729889593	-11.899444138847592	-11.900988455448612	-11.900017051597107	-11.896610885613162	-11.899827591796935	-11.899588553936836	-11.895592670221	-11.894718846826501	-11.905188933274582	-11.896507427835157	-11.905986897339103	-11.897762203441015	-11.895937229634018	-11.9025733682391	-11.900623911102157	-11.90456325443238	-11.89866504710088
